Date and time of Verification,Supply,State,District/City,Name of vendor,Contact details,"Preferred mode of contact (voice call, whatsapp, etc)",Links,Misc Data ,"Status (out of stock, working number)"
NA,Oxygen Cylinder,Andhra Pradesh,Khammam,Veeresh Goud,9848882551 / 9676807879,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Kadapa,Chiranjeevi Oxy Banks (Ranjith),9989290704 / 8639363484,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Rajanna Siricilla,Chiranjeevi Oxy Banks(Arunteeja Chary),9866991313 / 9440230224 / 9246336657,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Kakinada,Chiranjeevi Oxy Banks,8897484848,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Chittoor,Chiranjeevi Oxy Banks,9097777144 / 9966722144 / 9989175144 / 6302365561,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Tanuku ( West Godavari),Chiranjeevi Oxy Banks,9701111446,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Amalapuram,Chiranjeevi Oxy Banks,9912535588,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Vijayawada,Chiranjeevi Oxy Banks,9866634499,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Srikakulam,Chiranjeevi Oxy Banks,9951651065,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Mahboob Nagar,Chiranjeevi Oxy Banks,9121259095 / 9573116094,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Kurnool ,Chiranjeevi Oxy Banks,9440863555 / 8977188253 / 9063458337,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Visakhapatnam,Chiranjeevi Oxy Banks,8143441199 / 8179101877,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Vijayanagaram,Chiranjeevi Oxy Banks,8466087609 / 9866174598,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Eluru,Hussain,7207526236,NA,www.futur.India.com,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,"Vijayawada, Eluru",NA,9014313468,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Andhra Pradesh,Sri Chalapathi Gases,9399909494 / 9553539995,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,"Eluru MRO, Bus stand, Beside flyover",Eluru MRO,8688157008,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Andhra Pradesh,Coramandel Gas APIIC,9440095858,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Andhra Pradesh,NA,9600238948,NA,NA,NA,NA
NA,Oxygen Cylinder,Andhra Pradesh,Vijayawada ,NA,8151618585,NA,NA,Free Supply,NA
NA,Oxygen Cylinder,Andhra Pradesh,"Guntur, Ananthapur",NA,9888895678 / 9888896789,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,"Vijayawada, Gannavaram",Shakthi Gas Agency,8332854179,NA,NA,Rs 1500/- for refill Big Cylinder,NA
NA,Oxygen Refill,Andhra Pradesh,"Vijayawada, Guntur, Devi Nagar",NA,8712912987 / 9989153803 / 9849122274,NA,NA,"Advance 10000/-, Rent Per Day 700/-, Refilling 300/- per Cylinder, Masks Pipe  250/-, Transport 500.",NA
NA,Oxygen Refill,Andhra Pradesh,"Guntur, A.P.-522001","Vaishnavi Gas Agencies, Phase-4, plot no.1,2,9, Autonagar",GSTNO.37CVGPM2126J1ZH,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Vijayawada,NA,9948440396,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Vijayawada,NA,8919523692,NA,NA, 3000 for refilling ,NA
NA,Oxygen Refill,Andhra Pradesh,Vijayawada,NA,9700717159,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,"Gajuwaka, Autonagar",NA,9948163012,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Kadapa,"ANS Enterprises, Fakhruddin",9391492989,NA,NA,Refilling avaliable,NA
NA,Oxygen Refill,Andhra Pradesh,Rajahmundry,Amaravathi Speciality Services,9441831977,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Guntur,Suraksha Oxy,9885450008 / 7013621795,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Vishakapatnam,Harsha,7661996656,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Nellore,Srinivas Traders,7947394607,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Vijayawada,NA,9440508161,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Guntur,"Sovereign Oxy, Auto Nagar",9666196694,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,West Godavari,Vishnu,8179896400,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Gajuwaka,NA,9948163012,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Vishakapatnam,Siva Medical Gases,9848192392,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Nellore,NA,9700646786,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Nellore,NA,9701804988,NA,NA,NA,NA
NA,Oxygen Refill,Andhra Pradesh,Bhawanipur,NA,9830237206,NA,NA,NA,NA
NA,Oxygen Flow Meter/kit,Andhra Pradesh,Vijayawada,Mehul,8919706532,NA,NA,NA,NA
NA,Oxygen Flow Meter/kit,Andhra Pradesh,Vijayawada,Arjun,9014329333,NA,NA,NA,NA
NA,Oxygen Flow Meter/kit,Andhra Pradesh,Vijayawada,Raghavendra,9247962168,NA,NA,NA,NA
NA,Oxygen Flow Meter/kit,Andhra Pradesh,Vizag,Gitam,9666241995,NA,NA,email- covidhelp.gitam@gmail.com,NA
NA,Oxygen Flow Meter/kit,Andhra Pradesh,Vishakaptnam,Afzal Trading Safety Equipment,9703959767,NA,NA,NA,NA
NA,Home RTPCR,Andhra Pradesh,Vizag,Home Disinfection Service,9398658574 / 8125656881,NA,NA,NA,NA
NA,Home RTPCR,Andhra Pradesh,"Dwarakanagar, Visakhapatnam",Vivekananda Medical Trust,9014646936 / 08916677224,NA,NA,"RTPCR @1500, Rapid antigen tests @ home",NA
NA,Home RTPCR,Andhra Pradesh,Vizag,NA,9000050865 / 8919099028,NA,NA,NA,NA
NA,Home RTPCR,Andhra Pradesh,Vishakapatnam,Aarogya Lab Amma Medicals,8019714177 / 8309518944,NA,NA,NA,NA
NA,Home RTPCR,Andhra Pradesh,Andhra Pradesh,Swaasa,8886668433,NA,NA,NA,NA
NA,Home RTPCR,Andhra Pradesh,Vizianagaram,"Dr. Lalpath Lab, Satish",9849278114,NA,NA,NA,NA
NA,Home RTPCR,Andhra Pradesh,"Vijayawada, Guntur",NA,9985489552,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Guntur,NA,7093538380,NA,For Booking: FGH doctor App,Free for Covid patient,NA
NA,Ambulance,Andhra Pradesh,Guntur,NA,8008684484,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,"Visakhapatnam, Vizag",NA,6305117622,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Kakinada,Vijaya Amb ,9849635102,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Kakinada,Nayomi Amb,9440711000,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Kakinada,Venkat Amb,9948954412 / 9493771177,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Kakinada,Kavyasri Amb,9553635737,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Andhra Pradesh,Government,108,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Visakhapatnam,Ujawal Amb,7382210109 / 9394866688,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Visakhapatnam,Ambulance Haan,7780144399,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Visakhapatnam,Hemanth,9989479257,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Andhra Pradesh,Swaasa,8886668433,NA,NA,NA,NA
NA,Ambulance,Andhra Pradesh,Guntur,Amma Charitable Trust,9848792228,NA,NA,NA,NA
NA,Home ICU,Andhra Pradesh,Visakhapatnam,AL Shifa Hospital,7569074837,Calls and Whatsapp,NA,NA,NA
NA,Home ICU,Andhra Pradesh,Visakhapatnam,Our Health,9441616189,NA,www.ourhealthhomecare.com,NA,NA
NA,Home ICU,Andhra Pradesh,Visakhapatnam,Asha,9398132687,NA,NA,Home Nursing Care,NA
NA,Home ICU,Andhra Pradesh,Visakhapatnam,Eshwari,9177116673,NA,NA,Home Nursing Care,NA
NA,Home ICU,Andhra Pradesh,Visakhapatnam,Rambabu,8008835246,NA,NA,Home Nursing Care,NA
NA,Home ICU,Andhra Pradesh,Visakhapatnam,Rani,8978159798,NA,NA,Home Nursing Care,NA
NA,Home ICU,Andhra Pradesh,Visakhapatnam,Nursing Care,7285900318,NA,NA,Home Nursing Care,NA
NA,Home ICU,Andhra Pradesh,Visakhapatnam,Home Care Services,9701638106,NA,NA,NA,NA
NA,Home ICU,Andhra Pradesh,"Vizianagaram, Visakhapatnam",Home Care Setup,9701638106,NA,NA, Rs-5000/-,NA
NA,Home ICU,Andhra Pradesh,"Vijayawada, Khammam",Bala ( PVR Home Nursing Services),9885397338,NA,NA,NA,NA
NA,Home ICU,Andhra Pradesh,Vizag,Bhupender Singh,9390006300 / 8008006300,NA,NA,NA,NA
NA,Home ICU,Andhra Pradesh,Andhra Pradesh,Health Care ,9959970537 / 9886626263 / 7680072429,NA,NA,NA,NA
NA,Home ICU,Andhra Pradesh,Vizag,Home ICU ,8106191100,NA,NA,Oxy Cylinders / Concentrators Intensive Care Support Nursing Care,NA
NA,Home ICU,Andhra Pradesh,Andhra Pradesh,Nursing Care Staff,8977927555 / 9493636855,NA,NA,For Covid patients & General survice is also available,NA
NA,Home ICU,Andhra Pradesh,Vijayawada,Raj Home Care,8008381519,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,kurnool,Manohar,9866783999,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Kurnool,Charity Trust,9177813141,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Kurnool,Abhaya Fnd,9505343819 / 9248951234,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Jagtial,NA,9704545632,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Adilabad,Nikhil,7075735676,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Karimnagar,Shree Foundation (Rohith / Shravan),9505343819,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Vijayawada, Bhavanipuram, Vidyapuram, HB Colony and nearby areas","Margam Foundation Trust, Malli",9885313094,NA,https://www.facebook.com/annapurna1,Free Food,NA
NA,Food Service,Andhra Pradesh,"VIjayawada, Hogalrajpuram,Labbipet, Bhrundhavan colony and nearby areas","Margam Foundation Trust, Ravi Teja",9966923607,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Vijayawada, Satyanarayan Puram and Nearby areas","Margam Foundation Trust, Shiva",8639399542,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Vijayawada,Margam Foundation Trust,9094773333,NA,https://www.facebook.com/annapurna1,Free Food,NA
NA,Food Service,Andhra Pradesh,Kurnool,"Ashok Kumar, Sandeep",9989974333 / 8519884070,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Krishna, Machilipatnam",Star Helping Club,8125444413,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Vijayawada, Eluru, Jangareddigudem, Chaitanyapuri",Future India Foundation,8317553253 / 9440302153,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Krishna,Lakshya Educational Institutions,9948696333,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Vishakapatnam, Mharanipeta/ MVP Colony/ Ramnagar/ Zilla Parishad",Free Food,9121872222 / 9000558338 / 9121871111,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Vishakapatnam,Onus Foundation,7675060627 / 8106662450 / 8179139965 / 7396722217 / 9705666551,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"East Godavari, Kakinada",Aasya Foundation ,7989944302 / 9381962331,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"East Godavari, Kakinada",Little Hands,8466094253,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"East Godavar, Rajamundry",Aasya Foundation ,7981636144 / 8897531577,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"East Godavar, Rajamundry",Young Indians Trust,9553123270 / 7989090599 / 9885448544,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"East Godavar, Rajamundry",Rahul,8897531577,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Guntur, Bapatla",Aamy Service,9949600257,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Guntur,Aasya Foundation ,9390147147 / 9133889211,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Guntur,Annapurna Veg Meals,7013723034,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Guntur,Pragnya,9133889211,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Anantapur,Sai Sree Meals,9030708827,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Tirupati,HMM Aradhana,8686994511,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Tirupati, Chittoor district",Helping Hands,7832013870,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Ongole,Aasya Foundation ,7729057673 / 9652919421,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Ongole,SreeRam Aasya,9652919421,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"West Godavari, Bhimavaram",NA,9247471212,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"West Godavari, Narsapuram",NA,8096644929,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"West Godavari, Bhimavaram",Akhil,8686969668,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Nellore,Aasya Foundation ,6309848483 / 8374133978,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Nellore,AudiShankara Group,9248748415,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Rajahmundry,Aasya Foundation ,7981636144 / 8897531577,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Godavarikani,Aasya Foundation ,9742815944 / 8309997468,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Bhimavaram, Narsapuram",Aasya Foundation ,8096644929,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Nizamabad,Aasya Foundation ,7075798384 / 9032344959,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Jangaon,Aasya Foundation ,7674847686,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Khammam,Aasya Foundation ,9490909022 / 9160216093,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Kothagudem,Aasya Foundation ,8074700572 / 8374933040,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Mahabubabad,Aasya Foundation ,9133778841 / 9059363968,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Vijayawada,Aasya Foundation ,9948423859 / 7993377024,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Eluru,Hussain / Shiva Shankar / Madan,9440302153 / 9182481975 / 7569095050,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Kakinada,NA,7659003333,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,Guntur,NA,8500196918 / 9063599565,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Vijayawada, Bharathinagar, Currentnagar, Ramavarappadu, Prasadampadu",Seven Doors,8977385999 / 9849333755,NA,NA,Free Food,NA
NA,Food Service,Andhra Pradesh,"Visakhapatnam, Vizag",Satvik Meal Box,9666611108 / 9666762108,NA,NA,"3 Meals @ 200/- Healthy, Hygienic, Homely Food. Breakfast, Lunch, Dinner",NA
NA,Food Service,Andhra Pradesh,Visakhapatnam,Sunitha Reddy / Chaitanya Akkinepally / Sri Devi,9603648754 / 7893656403 / 8106407087,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Peddapuram,Cheyuta Foundation (M. Shivayya),6300778811 / 8179048885 / 9492984844 / 9154947155,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Jaggampeta,NA,9966997477 / 9100585010,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Rajahmundry,Tavva Raja Garu,9246654144,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,"Vizag, Murali nagar",NA,9010788799,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Vizag ,NA,8925404314 / 9032573296,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Vizag,NA,6300667177 / 7893656403 / 8106407087,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Guntur,NA,9666111313,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Vijayawada,Aasya Foundation ,9948423859 / 7993377024,NA,NA,Food & Groceries ,NA
NA,Food Service,Andhra Pradesh,Kakinada,Narisena,9030877955 / 9912281115,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Kakinada,Ahaa Food,9705565777 / 8142598246,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Vizianagaram,Vijayam Help Org ( Ram / Mohan ),9573838144 / 7032198293,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,"Vijayawada, Moghalrajpuram, Labbipet, Brundhavan Colony & nearby areas",Margam Foundation Michael,7396844257,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,"Amalapram, East Godavari",Hope,9396668678 / 8333953795,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Kakinada,Janasena Youth,9000691693,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Kakinada,Sadhyam Foundation,9603439802 / 9912259127,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Kakinada,Gopal Karneedi,9563886666,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Rajahmundry,Samaritan Foundation,9492513559 / 9493743536,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Vijayawada,Bezawada dhaba,9963011818 / 7337201818,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,"Jaggampet, East Godavari","Helping Hands, Satish Joint Secretary)",9100585010,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Visakhapatnam,NA,9618829632,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Ramakrishna Beach Vishakhapatnam,NA,7022836828,NA,NA,Avilable Only Upto 10Km,NA
NA,Food Service,Andhra Pradesh,Vizag,Home Made Goodness,6300667177,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Atchutapuram,Reaching Hands Foundation,8185066061 / 7702478314 / 8143112514,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Ongole,NA,8501838386,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Bhadrachalam,NA,7671886627 / 9849919964,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Thirupathi ,NA,7382013870 / 9100640979,NA,NA, Should book in Advance,NA
NA,Food Service,Andhra Pradesh,Jagityal ,NA,9704545632,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Adilabad,NA,7075735676,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Karimnagar,NA,9505343814,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Tenali,NA,9666111313,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Kadapa,NA,9014620979,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Srikakulam,NA,9603088279 / 7732066277,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Rajahmundry,NA,9573222263 / 9493743952,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Vishakaptnam,NA,8106407087 / 7893656403,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Vijayawada,NA,7093725635 / 7569086168,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Vijayawada,NA,9440302153 / 8317553253,NA,www.futur.India.com,NA,NA
NA,Food Service,Andhra Pradesh,Kurnool,Srisathya Asharseva,8519884070,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Kurnool,Abhaya Foundation,9160989898,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Vizag,NA,9032573296 / 89254040314,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Murali Nagar Vizag,NA,9010788799,NA,NA,NA,NA
NA,Food Service,Andhra Pradesh,Badrachalam,NA,7671886627 / 9849919964,NA,NA,NA,NA
NA,Isolation Center,Andhra Pradesh,Srikakulam,TIDCO Patrunivalasa,8331029562,NA,NA,NA,NA
NA,Isolation Center,Andhra Pradesh,Srikakulam,Nodal Officer Mr. G Ravi Kumar,9989083028,NA,NA,NA,NA
NA,Isolation Center,Andhra Pradesh,"Srikakulam, Laxmipuram, Santhabommali",NA,9490570361,NA,NA,NA,NA
NA,Isolation Center,Andhra Pradesh,Srikakulam,Nodal Officer Mr.Appa Ro,9441567771,NA,NA,NA,NA
NA,Isolation Center,Andhra Pradesh,"Visakhapatnam, Bakkannapalem, Bheemili","HubHub Houses, Mr Vamsi Krishna",9912349450,NA,NA,NA,NA
NA,Isolation Center,Andhra Pradesh,"Visakhapatnam, Mudasarlova, Pineapple colony Raajev Gruha","HubHub Houses, Dr N Kishore",9502661063,NA,NA,NA,NA
NA,Isolation Center,Andhra Pradesh,"Visakhapatnam, Satyanarayana puram (Anakapalli) & Polytechnic College, Rebaka","AP TIDCO Rebaka, Mr. Matchya Raju",9948525297,NA,NA,NA,NA
NA,Isolation Center,Andhra Pradesh,"East Godavari, Dowalaiswaram",AP TIDCO Mr. V V Nagabhushanam,9100109172,NA,NA,NA,NA
NA,Isolation Center,Andhra Pradesh,"Visakhapatnam, INS Kalinga","Covid care Centrs, Mr. Naresh Gontu (Incharge)",9493945575,NA,NA,NA,NA
Veterinary Services,Other Services,Andhra Pradesh,Vizag,Dr. Ramesh Pet Care,9493686603,NA,NA,Veterinary Govt Hospital Near Judges Court,NA
Last Rite Services,Other Services,Andhra Pradesh,Visakhapatnam,Grace Homes,6301052929,NA,NA,NA,NA
Last Rite Services,Other Services,Andhra Pradesh,Visakhapatnam,Deep Sleep Foundation,8497911817,NA,NA,NA,NA
PPE KIT,Other Services,Andhra Pradesh,Vizag,Tabitha Menon,7995511398,NA,NA,Surgeon Gown 3ply Masks,NA
Grocery Delivery,Other Services,Andhra Pradesh,"Visakhapatnam, Vizag",Anupama City Super Market ,9951282299 / 6281222577 / 9393932299,NA,NA,NA,NA
Oxygen Cans,Other Services,Andhra Pradesh,Across India,Vinay,8500018516,NA,NA,Oxy Cans use and throw 10Ltrs and 12Ltrs,NA
Travel Services,Other Services,Andhra Pradesh,Vizag,Vijaya Travels,8886888984,NA,NA,for covid patients and Usual travel durinh this time as wellN,NA
Free Online Doctor  Consultation,Other Services,Andhra Pradesh,Visakhapatnam,DR.Ramu And Team,8500193158 / 7093085348,NA,NA,NA,NA
Food for Pregnant Lady & Newborn Babies,Other Services,Andhra Pradesh,,Amma By Disha Foundations,7569479716,NA,NA,NA,NA
Rice & Groceries,Other Services,Andhra Pradesh,"Guntur, Vijayawada, Valaparla, Narasaraopet, Vinukonda, Tirupathi, Vizag, Anantpur, Kurnool",Rice & other items,8008003109 / 9110743341,NA,NA,NA,NA
Free Online Doctor  Consultation,Other Services,Andhra Pradesh,Vijayawada,Youth for Seva,9705007111 / 9398986857,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Guntur,Helpline@ Whatapp,8632344123,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Kadapa,Helpline@ Whatapp,9491138297,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Rajahmundry,Helpline@ Whatapp,9494633563,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Visakhapatnam,Helpline@ Whatapp,7382396602,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Narsipatnam,Medical Help Govt No. (Sri. N. Yugandhar),9705759592 / 7382934374,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Visakhapatnam,Medical Help Govt No. (Smt. R. Lalitha),7382934399 / 9908949973,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Gajuvaka,Medical Help Govt No. (Smt.N. Kalyani),9490582477 / 7382934336,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Visakhapatnam,Medical Help Govt No. (Smt. D. Suneetha),8019678010 / 7382934366,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Anakapalli,Medical Help Govt No. (Smt. V . Abhipriya),7382934332 / 9059338820,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Visakhapatnam,Medical Help Govt No. (Smt.P.V.N. SKalayani),7382934381 / 9014115163,NA,NA,NA,NA
NA,Covid helpline,Andhra Pradesh,Vizag,Helpline LHO,7285907919 / 8978248468,NA,NA,NA,NA
NA,Oxygen Concentrator,Madhya Pradesh,Bhopal,Vaina Industry,7649010801,NA,NA,NA,NA
NA,Oxygen Concentrator,Madhya Pradesh,Bhopal,Mahar,7987747886,NA,NA,NA,NA
NA,Oxygen Concentrator,Madhya Pradesh,Bhopal,Sagar ,9926398845,NA,NA, Also provides BIPAP Machine ,NA
NA,Oxygen Concentrator,Madhya Pradesh,Bhopal,Chetan,9826038939,NA,NA,NA,NA
NA,Oxygen Concentrator,Madhya Pradesh,Bhopal,Well Care Surgicals,9826017788,NA,NA,Also provides BIPAP Machine ,NA
NA,Oxygen Concentrator,Madhya Pradesh,Sehdol,Varsha Agency,8770076510,NA,NA,NA,NA
NA,Oxygen Concentrator,Madhya Pradesh,Indore,Vishwajeet ,7879728854,NA,NA,NA,NA
NA,Oxygen Concentrator,Madhya Pradesh,Indore,Lalit ,9074072605,NA,NA,NA,NA
NA,Oxygen Concentrator,Madhya Pradesh,Indore,Sukhmani Foundation ,7648842300,NA,NA,NA,NA
NA,Oxygen Concentrator,Madhya Pradesh,Indore,Hitendra Mehta ,9826061124,NA,NA,Free of Cost,NA
NA,Oxygen Concentrator,Madhya Pradesh,Indore,Sukhmani Foundation ,7648842300,NA,NA,NA,NA
NA,Oxygen Cylinder,Madhya Pradesh,"Jabalpur, Birsa Munda Tiraha, Adhartal","Satyendra Medicos, oxygen cylinder
",9329543334,NA,NA,NA,NA
NA,Oxygen Cylinder,Madhya Pradesh,Indore,Rakesh Sonawane,9893590941,NA,NA,NA,NA
NA,Oxygen Cylinder,Madhya Pradesh,Indore,Piyush Gupta,9303238651,NA,NA,NA,NA
NA,Oxygen Cylinder,Madhya Pradesh,Indore,Ashok Gupta,9752537079,NA,NA,NA,NA
NA,Oxygen Cylinder,Madhya Pradesh,Indore,Vishwajeet,7879728854,NA,NA,NA,NA
NA,Oxygen Cylinder,Madhya Pradesh,Indore,Nitin Raghuvashi,7240986073,NA,NA,NA,NA
NA,Oxygen Cylinder,Madhya Pradesh,Ujjain,Bhanu,9174004526,NA,NA,NA,NA
NA,Oxygen Cylinder,Madhya Pradesh,Ujjain,Mahavir Jain,9425091988,NA,NA,NA,NA
NA,Oxygen Cylinder,Madhya Pradesh,Jabalpur,Ankit,7415555965,NA,NA,NA,NA
